GPU	Manufacturer	Model	Core Clock	Mem Clock	Operating System	Driver Version	Mining Software	Power Consumption	Currency	Algorithm
RIGS	NVIDIA	13x ASUS GTX 1080 Ti			Windows 10		Claymore v10	1158	Ethereum	Ethash	464000000
RIGS	PANDAMINER	B1 Plus						1250	Ethereum	Ethash	237000000
RIGS	PANDAMINER	B3 Plus						1250	Ethereum	Ethash	220000000
RIGS	SAPPHIRE	6x RX570 Sapphire Nitro+ OC		1100	1900	Windows 10		Claymore 11.7	750	Ethereum	Ethash	176000000
RIGS	NVIDIA	Rig 6 x 1070 GTX EThereum, Zcash					166	Ethereum	Ethash	172000000
RIGS	PANDAMINER	B5 Plus					800	Ethereum	Ethash	110000000
RIGS	POWERCOLOR	2x Red Devil RX 570 8GB		1112	2040	Ubuntu 16.04	AMDGPU Pro 17.50	Claymore 17.3	301	Ethereum	Ethash	58300000
RIGS	ASUS	8x Vega RX64 REFERENT		Windows 7 x64	up-to-date	Cast XMR 0.9.2 or XMRCGPU with Win-speed.com OS tuneup	1320	Monero	Cryptonight	16720
RIGS	AMD	12 x Sapphire RX580 Nitro+ intensity 105, undervolt 980		1330	2190	Windows 10	Adrenalin 18.6.1	SRBMiner	1777	Monero	Cryptonight	12615
RIGS	AMD	12 x Sapphire RX580 Nitro+		1330	2190	Windows 10	Adrenalin 18.6.1	SRBMiner	1777	Monero	Cryptonight	12615
RIGS	AMD	6X SAPPHIRE VEGA 64 BLACK EDITION		Windows 10	XMR-STAK-AMD		1250	Monero	Cryptonight	11000
RIGS	MSI	10X RX 580 ARMOR OC 8GB					1500	Monero	Cryptonight	7380
RIGS	POWERCOLOR	4X POWERCOLOR RX VEGA 64		Windows 10		XMR-STAK-AMD	720	Monero	Cryptonight	6700
RIGS	SAPPHIRE	7 X SAPPHIRE RX 570 PULSE		Ubuntu 16.04		XMR-STAK-AMD	770	Monero	Cryptonight	5930
RIGS	AMD	3X RX VEGA 56 8GB (MSI, XFX, SAPPHIRE)		Windows 10		XMR-STAK-AMD	540	Monero	Cryptonight	5506
RIGS	AMD	3X VEGA 56		Windows 10		XMR-STAK-AMD	570	Monero	Cryptonight	5420
RIGS	AMD	XMR-STAK-AMD		Windows 10		3X VEGA56	550	Monero	Cryptonight	5100
RIGS	AMD	2X RX VEGA 64 LIQUID		Windows 10		XMR-STAK-AMD	320	Monero	Cryptonight	3980
RIGS	AMD	2X VEGA 56		Windows 10		XMR-STAK-AMD	400	Monero	Cryptonight	3700
RIGS	ASUS	6X RX 570 ASUS STRIX OC 4GB		Windows 10 pro		Claymore 9.7	830	Monero	Cryptonight	3447
RIGS	AMD	RX580 8GB + RX580 4GB + RX 470 4GB		Windows 10		WOLF'S XMR MINER	300	Monero	Cryptonight	2320
RIGS	POWERCOLOR	DEVIL13 2X R9 390		Windows 7 x64		CLAYMORE'S AMD GPU MINER V12.3	500	Zcash	Equihash	820
NVIDIA	ASUS	3090 RTX Strix		1095	10702	Windows 10	461.40	T-rex 0.19.9 cuda 11.1	328	Ravencoin	KawPow	45970000
NVIDIA	ASUS	RTX 3070				T-Rex 0.19.5	139	Ravencoin	KawPow	29000000
NVIDIA	GIGABYTE	3070		Windows 10		T rex 0.20	94	Ravencoin	KawPow	25000000
NVIDIA	ASUS	3090 RTX Strix		1095	10702	Windows 10	461.40	T-rex 0.19.9 cuda 11.1	327	Ethereum	Ethash	125250000
NVIDIA	MSI	RTX 3090		1575	1100	Windows 10	456.38	nicehash	300	Ethereum	Ethash	118486000
NVIDIA	ASUS	3090 RTX Strix		1095	10702	Windows 10	461.40	T-rex 0.19.9 cuda 11.1	331	Verge	Scrypt	132850000
NVIDIA	GIGABYTE	Gigabyte Eagle 3080 OC 10 G		-300	1350	Windows 10	466.11	Nanominer	234	Ethereum	Ethash	99300000
NVIDIA	NVIDIA	RTX 3080	2400			Hive OS miner21	230	Ethereum	Ethash	99000000
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	Ethereum	Ethash	94800000
NVIDIA	PNY	Nvidia RTX A5000 16 gb	1750				230	Ethereum	Ethash	93600000
NVIDIA	NVIDIA	GTX TITAN V 12GB HBM2 (Overclocked)		1335	972	Windows 10	388.59	Claymore	238	Ethereum	Ethash	79000000
NVIDIA	GIGABYTE	CMP 30HX		990	7700	Windows 10	470.05	T-Rex 0.20.3	87	Ravencoin	KawPow	12100000
NVIDIA	NVIDIA	GTX TITAN V 12GB HBM2		1477	972	Windows 10	388.59	Claymore	250	Verge	Scrypt	88770000
NVIDIA	NVIDIA	GTX TITAN V 12GB HBM2 (Stock)		1335	850	Windows 10	388.59	Claymore	213	Ethereum	Ethash	70000000
NVIDIA	ASUS	RTX 3070				Phoenix Miner 5.4C	125	Ethereum	Ethash	61300000
NVIDIA	MSI	RTX 3060 Ti		1140	8000			T-rex Miner 0.19.9	150	Ethereum	Ethash	60000000
NVIDIA	ASUS	3090 RTX Strix		1095	10702	Windows 10	461.40	T-rex 0.19.9 cuda 11.1	319	Ethereum Classic	Ethash	120600000
NVIDIA	EVGA	1080 TI 11 GB		1700	5724	Windows 10	391.01	Claymore	275	Ethereum	Ethash	54000000
NVIDIA	EVGA	1080 TI 11 GB		Windows 10		Claymore v11.6	275	Ethereum	Ethash	50000000
NVIDIA	ASUS	3090 RTX Strix		1095	10702	Windows 10	461.40	T-rex 0.19.9 cuda 11.1	328	Vertcoin	Verthash	1830000
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	CC-miner	250	Verge	Scrypt	48450000
NVIDIA	ZOTAC	Geforce RTX 2070		Windows 10			140	Ethereum	Ethash	38500000
NVIDIA	EVGA	GeForce GTX 1080 TI FTW3		1974	5775	Windows 10	385.41	Claymore	185	Ethereum	Ethash	37360000
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1680	4800	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	140	Ethereum	Ethash	34495000
NVIDIA	AORUS	1080 Ti 11 Gb		Windows 10		Claymore v10.5	225	Ethereum	Ethash	34300000
NVIDIA	MSI	1080 Ti gaming X 11g			-	-	333	Ethereum	Ethash	33775000
NVIDIA	ZOTAC	GTX 1070 Ti AMP -60% power limit		1100	4600	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	110	Ethereum	Ethash	32800000
NVIDIA	MSI	MSI GeForce GTX 1660 SUPER VENTUS XS OC 6GB		1050	2300	Ubuntu	460.67	Hiveos 0.6-204@210608	63	Ethereum	Ethash	32700000
NVIDIA	MSI	1070 TI 8GB		1645	4475	Windows 10	388.43	Claymore	250	Ethereum	Ethash	31900000
NVIDIA	MSI	MSI GTX 1070 TI 8Gb GDDR5 (Micron)		1442	4452	Windows 10	388.71	Claymore	145	Ethereum	Ethash	31557000
NVIDIA	MSI	GeForce GTX 1080 Ti		1480	1376	Windows 10			250	Ethereum	Ethash	31300000
NVIDIA	GIGABYTE	CMP 30HX		990	7700	Windows 10	470.05	T-Rex 0.20.3	75	Ethereum	Ethash	31150000
NVIDIA	MSI	GTX 1070 8GB		1873	4498	Windows 10	382.53	Claymore	349	Ethereum	Ethash	30800000
NVIDIA	ASUS	GTX 1070 TI Optimized		Windows 10	388.13	Nicehash v2.0.1.3	180	Ethereum	Ethash	30672000
NVIDIA	MSI	Geforce 1660 TI GDDR6		1550	6750	Windows 10		Claymore	90	Ethereum	Ethash	30300000
NVIDIA	NVIDIA	GeForce GTX 1070		1506	2002	Windows 10		Claymore	150	Ethereum	Ethash	27000000
NVIDIA	ASUS	P-106 6GB		1850 Windows 10	38.7.5	Claymore	150	Ethereum	Ethash	25400000
NVIDIA	ASUS	GTX 1070 TI (stock)		Windows 10	388.13	Nicehash v2.0.1.3	180	Ethereum	Ethash	24900000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG Memory - Over Clocked & Under Volted		1860	4704	Windows 10	385.41	Claymore 9.8	150	Ethereum	Ethash	24500000
NVIDIA	GIGABYTE	GeForce GTX 1060 3GB		1550	2002	Windows 10		Claymore 9.2	120	Ethereum	Ethash	24000000
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	Orbitcoin	Neoscrypt	2480000
NVIDIA	NVIDIA	GeForce GTX 1080		1251	1607	Windows 10		ccMiner	180	Ethereum	Ethash	23000000
NVIDIA	ZOTAC	ZOTAC GeForceÂ® GTX 1050 Ti Mini		1054	2227	Windows 10 pro	391.10	Claymore's Dual Ethereum Miner 11.0	56	Ethereum	Ethash	20000000
NVIDIA	ZOTAC	ZOTAC GeForceÂ® GTX 1050 Ti Mini		1054	2227	Windows 10 pro	391.10	Claymore's Dual Ethereum Miner 11.0	56	Ethereum	Ethash	20000000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	385.41	Claymore	150	Ethereum	Ethash	19000000
NVIDIA	NVIDIA	GeForce GTX 1060 6GB		1744	2002	Windows 10		Claymore	120	Ethereum	Ethash	19000000
NVIDIA	EVGA	GeForce GTX 970		1050	1753	Arch Linux		Claymore	140	Ethereum	Ethash	16000000
NVIDIA	NVIDIA	GeForce GTX 780Ti		875	1752	Windows 10		CUDAminer	250	Ethereum	Ethash	15000000
NVIDIA	NVIDIA	GeForce GTX 1050 Ti 4GB		1291	1752	Windows 10		Claymore	75	Ethereum	Ethash	12000000
NVIDIA	PNY	Quadro M4000 8GB		Windows 10		Claymore	300	Ethereum	Ethash	10000000
NVIDIA	EVGA	GeForce GTX TITAN X		1000	1753	Windows 10		Nicehash v2.0.1.5	168	FlorinCoin	Scrypt	33000000
NVIDIA	NVIDIA	MX150 (Laptop)		Windows 10		Nicehash v2.0	100	Ethereum	Ethash	5000000
NVIDIA	NVIDIA	GeForce GTX 750Ti		1020	1350	Windows 10		Nicehash	60	Ethereum	Ethash	5000000
NVIDIA	MSI	1070 TI 8GB		1645	4475	Windows 10	388.43	DSTM Zminer	250	Komodo	Equihash	518
NVIDIA	GIGABYTE	1080 TI 11 GB AORUS		Windows 10		STAK XMR Miner	146	Monero	Cryptonight	4700
NVIDIA	MSI	Geforce 1080TI		2000	5600	Windows 7 Pro		www.xmrcgpu.com with large pages enabled	280	Monero	Cryptonight	4450
NVIDIA	ASUS	1080TI FTW3 11 GB DDR5		2000	5066	Windows 7 x64		XMRCGPU	300	Monero	Cryptonight	3950
NVIDIA	GIGABYTE	GeForce GTX 1080		1900	5900	Windows 10 pro		www.xmrcgpu.com	180	Monero	Cryptonight	3370
NVIDIA	EVGA	1080TI FTW3 11 GB DDR5		2000	5600	Windows 10		XMRMINER	308	Monero	Cryptonight	3150
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1680	4800	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	140	DigiByte	Scrypt	4205000
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	Monero	Cryptonight	1670
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	Zcash	Equihash	950
NVIDIA	NVIDIA	GTX TITAN V 12GB HBM2		1477	972	Windows 10	388.59	Claymore	248	Zcash	Equihash	863
NVIDIA	ZOTAC	GTX 1080		2000	5215	Windows 10 pro	Afterburner	EWBF	250	Zcash	Equihash	631
NVIDIA	ZOTAC	GTX 1070 Ti AMP		2060	4700	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	140	Monero	Cryptonight	795
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1680	4800	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	200	Zcash	Equihash	577
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1680	4800	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	145	Zcash	Equihash	540
NVIDIA	ASUS	GTX 1070 TI Optimized		Windows 10	388.13	Nicehash v2.0.1.3	180	Monero	Cryptonight	722
NVIDIA	ASUS	GeForce 1070 GTX		1185	4608	Windows 10	378.78	CCminer	200	Monero	Cryptonight	708
NVIDIA	NVIDIA	GTX 1080 8GB Pascal stock (-70V)		1657	4635	Windows 10	382.05	Claymore	170	Zcash	Equihash	517
NVIDIA	MSI	1070 TI 8GB		1645	4475	Windows 10	388.43	EWBF 0.3.4b Cuda miner	250	Zcash	Equihash	500
NVIDIA	MSI	GTX 1070 TI 8Gb GDDR5 (Micron)		1720	4400	Windows 10	388.71	Zhash	145	Zcash	Equihash	500
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1600	4600	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	116	Zcash	Equihash	480
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	Decred	Blake-256	6500000000
NVIDIA	GIGABYTE	Geforce 1080 G1		Windows 7 x64			126	Zcash	Equihash	465
NVIDIA	ASUS	GTX 1070 TI stock		Windows 10	388.13	Nicehash v2.0.1.3	180	Monero	Cryptonight	616
NVIDIA	MSI	GAMING 1070 Ti		1582	3802	Ubuntu 17.04	387.22	ewbf 0.3.4b	111	Zcash	Equihash	458
NVIDIA	ZOTAC	ZOTAC AMP 1070		Windows 10		EXCAVATOR 1.1.4A	120	Zcash	Equihash	437
NVIDIA	ASUS	GTX 980 TI Asus strix		1215	3304	Windows 10	382.05	Claymore	235	Zcash	Equihash	430
NVIDIA	MSI	MSI GTX 1070 GAMING Z		Windows 10		NICEHASHMINER_V1.7.5.9	120	Zcash	Equihash	421
NVIDIA	ZOTAC	GTX 980 TI 6GB		1050	1750	Windows 10	382.05	Nicehash v1.1.4a	220	Zcash	Equihash	390
NVIDIA	EVGA	EVGA GTX 980 4GB SUPERCLOCKED		1442	3903	Windows 10	388.00	EWBF Zcash cuda miner 0.3.4b	200	Zcash	Equihash	358
NVIDIA	NVIDIA	Tesla V100 16GB HBM2		1530	877	Windows 10	385.54	BBT-multiminer	250	LBRY Credits	Lbry	769000000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG Memory - Over Clocked		2164	4704	Windows 10	385.41	EWBF 0.3.4b	150	Zcash	Equihash	352
NVIDIA	EVGA	EVGA GTX 1060 6GB SSC		Windows 10		EWBF 0.3.3B	151	Zcash	Equihash	345
NVIDIA	MSI	MSI GEFORCE 980 TI		1250	7010	Windows 10 pro		NICEHASH GUI	190	Zcash	Equihash	335
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	385.41	Xmr-Miner 0.2.1	150	Monero	Cryptonight	445
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	385.41	Claymore	150	Zcash	Equihash	317
NVIDIA	AMD	EVGA GTX 1060 6GB SSC		Windows 10		EWBF 0.3.3B	95	Zcash	Equihash	315
NVIDIA	EVGA	EVGA GTX 1060 6GB SSC		Windows 10		EWBF 0.3.3B	106	Zcash	Equihash	297
NVIDIA	PNY	1070		69	599			nanopool	0	Zcash	Equihash	270
NVIDIA	GIGABYTE	GT 1030 2GB		Windows 10		Claymore	50	Zcash	Equihash	250
NVIDIA	PNY	PNY QUADRO M4000 8GB		Windows 10			70	Monero	Cryptonight	250
NVIDIA	PNY	PNY 1050 TI		1797	7000	Windows 7 x64		NICEHASH GUI	75	Zcash	Equihash	138
NVIDIA	EVGA	EVGA GEFORCE 750 TI		Windows 7 x64		NICEHASH GUI	65	Zcash	Equihash	72
NVIDIA	MSI	1070 TI 8GB		1645	4475	Windows 10	388.43	DSTM Zminer	250	Pascal Coin	Pascal	583000000
NVIDIA	GIGABYTE	RX 550		1250	1825	Windows 10		Claymore	50	Decred	Blake-256	500000000
NVIDIA	GIGABYTE	GTX 1050 TI 4Gb		1810	3561	Unbuntu 15.04	5.X.X	Bitminer 7.X	50	Pascal Coin	Pascal	332000000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG Memory - Over Clocked & Under Volted		1822	4704	Windows 10	385.41	Claymore 9.8	0	Decred	Blake-256	232000000
NVIDIA	ASUS	ROG GTX 1060 6Gb		2050	3898	Windows 10	385.41		122	Pascal Coin	Pascal	177000000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	285.41	Claymore	0	Decred	Blake-256	194000000
NVIDIA	GIGABYTE	GT 1030 2GB		Windows 10		Claymore	50	Decred	Blake-256	146000000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	385.41	Claymore	0	Siacoin	Blake-256	199400000
NVIDIA	ASUS	ROG GTX 1060 6Gb GDDR5 SAMSUNG		2050	3898	Windows 10	385.41	Claymore	0	LBRY Credits	Lbry	18778000
NVIDIA	INTEL	i5		Windows 7 Ultimate			0	Bitcoin	SHA-256	500000000
NVIDIA	GIGABYTE	RX 550		1250	1825	Windows 10		Claymore	50	Pascal Coin	Pascal	563
NVIDIA	GIGABYTE	RX 550		1250	1825	Windows 10		Claymore	50	LBRY Credits	Lbry	257
NVIDIA	GIGABYTE	GT 1030 2GB		Windows 10		Claymore	50	LBRY Credits	Lbry	108
NVIDIA	GIGABYTE	GT 1030 2GB		Windows 10		Claymore	50	Pascal Coin	Pascal	304
NVIDIA	EVGA	GTX 1070 TI 8Gb		1683	4498	Windows 10	388.13	excavator	220	Ethereum	Ethash	28
NVIDIA	ZOTAC	GTX 1070 Ti AMP		2060	4700	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	140	LBRY Credits	Lbry	795
NVIDIA	ZOTAC	GTX 1070 Ti AMP		1680	4800	Windows 10	388.13 / Afterburner 4.4.0 Beta 20	BBT-multiminer-v5.6.2	190	Siacoin	Blake-256	1900
CPU	AMD	2* AMD EPYC - 7601		Windows Server 2012 R2		64-bit xmrcgpu.com 1/2 CPU affinity	336	Monero	Cryptonight	4130
CPU	AMD	DUAL AMD EPYC 7601		Windows 7 Pro		XMRCGPU	330	Monero	Cryptonight	3860
CPU	AMD	DUAL AMD EPYC 7601		Ubuntu 17.04		cpuminer-multi	336	Monero	Cryptonight	3530
CPU	AMD	DUAL AMD EPYC 7601		DEBIAN 9		CPU-MINER-MULTI	336	Monero	Cryptonight	3500
CPU	INTEL	INTEL XEON PHI 7210		Ubuntu 16.04		LUKMINERPHI v0.3.1	215	Monero	Cryptonight	2770
CPU	INTEL	2X INTEL XEON CPU E5-2699 V4 @ 2.20GHZ		Ubuntu 16.10		XMR-STAK-CPU	145	Monero	Cryptonight	1910
CPU	INTEL	XEON E5-2686 V3 (DUAL)		Windows 8.1 x64		XMR-STAK-CPU	120	Monero	Cryptonight	1560
CPU	INTEL	2x XEON E5-2699 V4 @ 2.20GHZ		Ubuntu 16.04		YAM	145	Monero	Cryptonight	1500
CPU	INTEL	1X E7-8890 V4		Ubuntu 16.10		CPU-MULTI-MINING-BY-WOLF	165	Monero	Cryptonight	1483
CPU	AMD	RYZEN THREADRIPPER 1950X		Windows 7		XMRCGPU	180	Monero	Cryptonight	1470
CPU	AMD	RYZEN Threadreaper 1950 X		1000	1100	Windows 10 pro			180	Monero	Cryptonight	1422
CPU	AMD	RYZEN THREADRIPPER 1950X		Windows 10		XMR-STAK-CPU	180	Monero	Cryptonight	1280
CPU	AMD	RYZEN THREADRIPPER 1950X @ 3.9 GHZ		Windows 10		XMR-STAK-CPU	180	Monero	Cryptonight	1265
CPU	INTEL	XEON E5-2686 V3 (DUAL)		Windows 8.1 x64		MONEROD	120	Monero	Cryptonight	1175
CPU	INTEL	2x CPU E5-2658 V3 @ 2.20GHZ		Ubuntu 16.04		YAM	105	Monero	Cryptonight	1160
CPU	INTEL	2X XEON E5-2650V4		Ubuntu 14.04		XMRIG	105	Monero	Cryptonight	1150
CPU	AMD	Ryzen Threadripper 1950x		Windows 10		XMR-STAK-CPU	96	Monero	Cryptonight	1120
CPU	INTEL	INTEL XEON E5-2690 V4		Centos 7		XMR-STAK-CPU git	135	Monero	Cryptonight	1100
CPU	INTEL	DUAL E5-2660V2		Windows 10		XMRig	95	Monero	Cryptonight	1030
CPU	INTEL	R720 INTEL XEON E5-2690 0 @ 2.9 X2		Ubuntu 17.04		XMR-STAK-CPU-NOTLS	135	Monero	Cryptonight	1032
CPU	INTEL	DUAL XEON E5-2698 V4 64GB RAM		Windows 10		MINERGATE	270	Monero	Cryptonight	1021
CPU	INTEL	R720 INTEL XEON E5-2690 0 @ 2.9 X2		Windows Server 2008 R2		XMR-STAK-CPU-NOTLS	135	Monero	Cryptonight	1012
CPU	AMD	OPTERON 6276 X2		Windows 7 x64		CLAYMORE 9.6	230	Monero	Cryptonight	1003
CPU	INTEL	INTEL(R) XEON(R) CPU E5-2648L V3 @ 1.80GHZ (2 PIECES)		Ubuntu 16.04		YAM	75	Monero	Cryptonight	991
CPU	INTEL	DUAL XEON E5-2670 V2 (10 THREAD PER CPU)		Freenas 11		MINERGATE	115	Monero	Cryptonight	978
CPU	AMD	2X AMD OPTERON 6276		Windows 10		XMR-STAK-CPU	115	Monero	Cryptonight	970
CPU	INTEL	2X XEON E5-2640 V4		Ubuntu 16.04		XMR-STAK-CPU	90	Monero	Cryptonight	972
CPU	INTEL	INTEL i7 5960X		Windows 10		XmrCgpu.com	140	Monero	Cryptonight	860
CPU	AMD	RYZEN 7 1700		Windows 7		XMR CGPU dual miner	66	Monero	Cryptonight	820
CPU	INTEL	INTEL XEON E5-2640 V3 @ 2.60GHZ		Ubuntu 14.04		WOLF CPU MINER	144	Monero	Cryptonight	795
CPU	INTEL	INTEL XEON E5-2640 V3 @ 2.60GHZ		Ubuntu 14.04		HMAGE CPU MINER	144	Monero	Cryptonight	760
CPU	INTEL	INTEL I7 5960X @ 4.6GHZ		Windows 10		CLAYMORE CRYPTONOTE V3.5 BETA	140	Monero	Cryptonight	750
CPU	AMD	RYZEN 7 1700 3.8 ghz		Windows 10		XMRcgpu combined miner	75	Monero	Cryptonight	711
